,Artist,Song,lyrics
30,Hot Chocolate,You Sexy Thing,"I believe in miracles
Where you from, you sexy thing?
Sexy thing, you
I believe in miracles
Since you came along, you sexy thing

Where did you come from, baby?
How did you know I needed you?
How did you know I needed you so badly?
How did you know I'd give my heart gladly?
Yesterday I was one of the lonely people
Now you're lying close to me, making love to me

I believe in miracles
Where you from, you sexy thing?
Sexy thing, you
I believe in miracles
Since you came along, you sexy thing

Where did you come from, angel?
How did you know I'd be the one?
Did you know you're everything I prayed for?
Did you know, every night and day for?
Every day, needing love as satisfaction
Now you're lying next to me, giving it to me

I believe in miracles
Where you from, you sexy thing?
Sexy thing, you
I believe in miracles
Since you came along, you sexy thing

Oh, kiss me, you sexy thing
Touch me, baby, you sexy thing
I love the way you touch me, darling, you sexy thing
Oh, it's ecstasy, you sexy thing

Yesterday I was one of the lonely people
Now you're lying close to me, giving it to me

I believe in miracles
Where you from, you sexy thing?
Sexy thing, you
I believe in miracles
Since you came along, you sexy thing

Oh, touch me
Kiss me, darling
I love the way you hold me, baby
Oh, it's ecstasy

Oh, it's ecstasy (Sexy thing, you sexy thing, you)
Kiss me, baby (Sexy thing, you sexy thing, you)
I love the way you kiss me, darling (Sexy thing, you sexy thing, you)
Oh, yeah (Sexy thing, you sexy thing, you)
Love the way you hold me (Sexy thing, you sexy thing, you)
Keep on lovin' me, darling (Sexy thing, you sexy thing, you)
Keep on lovin' me, baby (Sexy thing, you sexy thing, you)"
31,The Staple Singers,I'll Take You There,"Oh, mmm
I know a place
Ain't nobody cryin'
Ain't nobody worried
Ain't no smilin' faces
Mmm, no no
Lyin' to the races

Help me, come on, come on
Somebody help me now (I'll take you there)
Help me, ya'all (I'll take you there)
Help me now (I'll take you there)
Oh (I'll take you there)
Oh oh mercy (I'll take you there)
Oh, let me take you there (I'll take you there)
Oh-oh! Let me take you there! (I'll take you there)

Play your, play your piano now
All right
Ah, do it, do it
Come on now
Play on it, play on it
Daddy daddy now
Daddy daddy daddy

Ooh, Lord
All right now
Baby, easy now
Now, come on, little David
All right
Dum-dum-dum-dum
Sock it, sock it

Ah, oh, oh!
I know a place, ya'all (I'll take you there)
Ain't nobody cryin' (I'll take you there)
Ain't nobody worried (I'll take you there)
No smilin' faces (I'll take you there)
Uh-uh (Lyin' to the races)
(I'll take you there)
Oh, no

Oh (I'll take you there)
Oh oh oh (I'll take you there)
Mercy now (I'll take you there)
I'm callin' callin' callin' mercy (I'll take you there)
Mercy mercy (I'll take you there)
Let me (I'll take you there)

Oh oh, I'll take you there
(I'll take you there)
Oh oh oh oh
Wanna take you there
(I'll take you there)
Just take me by the hand, let me
(I'll take you there)
Let me, let me, let me lead the way, oh
(I'll take you there)
Let me take you there
(I'll take you there)
Let me take you there!
(I'll take you there)
Ain't no smilin' faces
(I'll take you there)
Up in here, lyin' to the races
(I'll take you there)
You oughta, you gotta gotta come let me, let me
(I'll take you there)
Take you, take you, take you over there
(I'll take you there)

Ooh, oh, oh, all right
(I'll take you there)
Oh-oh! All right!
(I'll take you there)
Oh! Oh! (I'll take you there)
Mmmm, uh, oh! Yeah!
(I'll take you there)
Whoa!
(I'll take you there)
Let me lead the way
(I'll take you there)"
32,Bobby Day,Rockin' Robin,"(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweet tweet tweet tweet)

He rocks in the tree-top all the day long
Hoppin' and a-boppin' and a-singin' his song
All the little birds on Jay Bird Street
Love to hear the robin go tweet tweet tweet

Rockin' robin (tweet tweet tweet)
Rock, rock, rockin' robin (Tweet, tweedle-lee-dee)
Blow, rockin' robin
'Cause we're really gonna rock tonight
(Tweet, tweedle-lee-dee)

Every little swallow, every chickadee
Every little bird in the tall oak tree
The wise old owl, the big black crow
Flap-a their wings singin' ""go bird go""

Rockin' robin (tweet tweet tweet)
Rock, rock, rockin' robin (Tweet, tweedle-lee-dee)
Blow, rockin' robin
'Cause we're really gonna rock tonight
Blow
(Tweet, tweedle-lee-dee)

A pretty little raven at the bird bandstand
Taught him how to do the bop and it was grand
They started goin' steady and bless my soul
He out-bopped the buzzard and the oriole

He rocks in the tree-top all the day long
Hoppin' and a-boppin' and a-singin' his song
All the little birds on Jay Bird Street
Love to hear the robin go tweet tweet tweet

Rockin' robin (tweet tweet tweet)
Rock, rock, rockin' robin (Tweet, tweedle-lee-dee)
Blow, rockin' robin
'Cause we're really gonna rock tonight
(Tweet, tweedle-lee-dee)

(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweedle-lee-deedle-lee-dee)
(Tweet tweet)"
33,Clarence Carter,Snatching It Back,"How can I get your love
When you keep on snatching it back
Tell me, tell me, tell me, tell me, tell me girl

How can I get your love
When you keep on snatching it back
That's what I want to know right now girl

How you expect for me to get it
When you keep on, doing like that

You want me, and I want you
But you're afraid, that I won't be true
I get your love, in the palm of my hand
You change your mind, and snatch it back again

So tell me
How can I get your love
When you keep on snatching it back
Oh, you want to tell me now, girl

How can I get your love
When you keep on snatching it back
That's what I want to know, I want to know, I want to know

How you expect for me to get it
When you keep on, doing like that

Some other man, before my time
Must have loved you, and left you behind

Now you're afraid, that I'll hurt you
But I won't do anything, you don't want me to

So tell me
How can I get your love
When you keep on snatching it back
Oh, I want to know right now, right now girl

How can I get your love
When you keep on snatching it back
You don't have to do me like that, baby

I want to do
How can I get your love
When you keep on snatching it back
Oh you know I love you baby

How can I get your love
When you keep on snatching it back"
34,Sly & The Family Stone,Everyday People,"Sometimes I'm right and I can be wrong
My own beliefs are in my song
The butcher, the banker, the drummer and then
Makes no difference what group I'm in
I am everyday people, yeah, yeah

There is a blue one
Who can't accept the green one
For living with a fat one
Trying to be a skinny one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
We got to live together

I am no better and neither are you
We are the same, whatever we do
You love me, you hate me, you know me and then
You can't figure out the bag I'm in
I am everyday people, yeah yeah

There is a long hair
That doesn't like the short hair
For being such a rich one
That will not help the poor one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
We got to live together

There is a yellow one
That won't accept the black one
That won't accept the red one
That won't accept the white one
Different strokes
For different folks

And so on and so on
And scooby dooby dooby
Oh sha sha
I am everyday people"
35,Aretha Franklin,Son Of A Preacher Man,"Billy Ray was a preacher's son
And when his daddy would visit he'd come along
When they gathered around and starting talkin'
That's when Billy would take me walkin'
Out through the back yard we'd go walkin'
Then he'd look into my eyes
Lord knows, to my surprise

The only one who could ever reach me
Was the son of a preacherman
The only boy who could ever teach me
Was the son of a preacherman
Yes he was, he was, ooh, yes he was

Bein' good isn't always easy
No matter how hard I try
When he started sweet-talkin' to me
He'd come'n tell me ""Everything is all right""
He'd kiss and tell me ""Everything is all right""
Can I get away again tonight?

The only one who could ever reach me
Was the son of a preacherman
The only boy who can ever teach me
Was the son of a preacherman
Yes he was, he was, ooh, yes he was (yes he was)

How well I remember
The look that was in his eyes
Stealin' kisses from me on the sly
Takin' time to make time
Tellin'me that he's all mine
Learnin' from each other's knowin'
Lookin' to see how much we've grown and

The only one who could ever reach me
Was the son of a preacherman
The only boy who could ever teach me
Was the son of a preacherman
Yes he was, he was, ooh, yes he was

(The only one who could ever reach me)
He was the sweet-talkin' son of a preacherman
(The only boy who could ever teach me)
Was the son of a preacherman

(The only one who could ever reach me)
Was the sweet-talkin' son of a preacherman"
36,Smokey Robinson & The Miracles,I Second That Emotion,"Maybe you want to give me kisses sweet
But only for one night with no repeat
And maybe you'd go away and never call
And a taste of honey is worse than none at all
Oh little girl

In that case I don't want no part
I do believe that that would only break my heart
Oh, but if you feel like loving me
If you got the notion
I second that emotion
Said if you feel like giving me
A lifetime of devotion
I second that emotion

Maybe you'll think that love will tie you down
And you don't have the time to hang around
And maybe you think that love was made for fools
And so it makes you wise to break the rules
Oh little girl

In that case I don't want no part
I do believe that that would only break my heart
Oh, but if you feel like loving me
If you got the notion
I second that emotion
Said if you feel like giving me
A lifetime of devotion
I second that emotion

In that case I don't want no part
I do believe that that would only break my heart
Oh, but if you feel like loving me
If you got the notion
I second that emotion
Said if you feel like giving me
A lifetime of devotion
I second that emotion
I second that emotion"
37,Al Green,Let's Stay Together,"(Let's stay together)

I'm, I'm so in love with you
Whatever you want to do
Is all right with me
Cause you make me feel so brand new
And I want to spend my life with you

Let me say that since, baby
Since we've been together
Ooh, loving you forever
Is what I need
Let me be the one you come running to
I'll never be untrue

Ooh baby, let's, let's stay together
Loving you whether, whether
Times are good or bad, and happy or sad

Ooh, ooh, yeah
Whether times are good or bad, and happy or sad

Why somebody, why people break up
Oh, turn around and make up
I just can't see
You'd never do that to me, would you, baby
Staying around you is all I see
Here's what I want us to do

Let's, we oughta stay together ('gether)
Loving you whether, whether
Times are good or bad, and happy or sad, come on

Let's, ooh (let's stay together) let's stay together
Loving you whether, whether
Times are good or bad, and happy or sad

If you care for me, you can't set me free, woman
Let's, oh girl, let's stay together
Loving you whether, whether
Times are good or bad, happy or sad

If you're in love with me, you can't set me free, woman
Let's, girl, let's stay together
Loving you whether, whether
Times are good or bad, happy or sad

And if you care for me, oh, woman, don't go away
Let's, hey. hey, let's stay together
Don't leave me now
Lovin' you whether, whether
Times are good or bad, happy or sad, girl

And if you do me wrong, I just  can't leave you alone, baby
Oh baby, let's stay together"
38,The Marvelettes,Please Mr. Postman - Stereo Version,-1
39,The Contours,Do You Love Me,"You broke my heart
'Cause I couldn't dance
You didn't even want me around
And now I'm back to let you know
I can really shake 'em down

Do you love me? (I can really move)
Do you love me? (I'm in the groove)
Now do you love me (Do you love me?)
Now that I can dance? (Dance)

Watch me now (Work, work)
Oh, work it out, baby (Work, work)
Well, you're drivin' me crazy (Work, work)
With a little bit of soul now (Work)

I can mash potato (I can mash potato)
And do the twist (I can do the twist)
Now tell me, baby (Tell me, baby)
Do you like it like this? (Do you like it like this?)
Tell me (Tell me)
Tell me

Do you love me? (Do you love me?)
Now do you love me? (Do you love me?)
Now do you love me (Do you love me?)
Now that I can dance? (Dance)
Dance

Watch me now (Work, work)
Oh, shake it up, shake it (Work, work)
Oh, shake 'em, shake 'em down (Work, work)
Oh, little bit of soul now (Work)

(Work, work)
Oh, shake it, shake it, baby (Work, work)
Oh, you're driving me crazy (Work, work)
Oh, don't get lazy (Work)

I can mash potato (I can mash potato)
Do the twist (I can do the twist)
Well, now tell me, baby (Tell me, baby)
Do you like it like this? (Do you like it like this?)
Tell me (Tell me)
Tell me

Oh, do you love me? (Do you love me?)
Now do you love me? (Do you love me?)
Now do you love me? (Do you love me?)
(Now, now, now)

(Hey! Work, work)
Oh, work it out, baby (Work, work)
Well, you're driving me crazy (Work, work)
Oh, don't you get lazy (Work)

(Work, work)
Oh, hey, baby (Work, work)
Well, you're driving me crazy (Work, work)"
40,Dusty Springfield,Son Of A Preacher Man,"Billy-Ray was a preacher's son
And when his daddy would visit he'd come along
When they gathered 'round and started talkin'
That's when Billy would take me walkin'
A-through the backyard we'd go walkin'
Then he'd look into my eyes
Lord knows to my surprise

The only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes he was, he was
Ooh, yes he was

Being good isn't always easy
No matter how hard I try
When he started sweet-talkin' to me
He'd come and tell me everything is all right
He'd kiss and tell me everything is all right
Can I get away again tonight?

The only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes he was, he was
(Ooh...) Lord knows he was
Yes he was

How well I remember
The look that was in his eyes
Stealin' kisses from me on the sly
Takin' time to make time
Tellin' me that he's all mine
Learnin' from each other's knowing
Lookin' to see how much we've grown

And the only one who could ever reach me
Was the son of a preacher man
The only boy who could ever teach me
Was the son of a preacher man
Yes he was, he was
Ooh, yes he was

The only one who could ever reach me
He was the sweet-talking son of a preacher man
The only boy who could ever teach me
I kissed the son of a preacher man
The only one who could ever move me
The sweet-lovin' son of a preacher man
The only one who could ever groove me
Ahh, ooh, ahh"
41,The Shirelles,Mama Said,"Mama said there'll be days like this
There'll be days like this, mama said
(Mama said, mama said)
Mama said there'll be days like this
There'll be days like this, my mama said
(Mama said, mama said)

I went walking the other day
And everything was going fine
I met a little boy named Billy Joe
And then almost lost my mind

Mama said there'll be days like this
There'll be days like this, my mama said
(Mama said, mama said)
Mama said there'll be days like this
There'll be days like this, my mama said

My eyes are wide open
But all that I can see is
Chapel bells were calling
For everyone but a me
But I don't worry cause

Mama said there'll be days like this
There'll be days like this, my mama said
(Mama said, mama said)
Mama said there'll be days like this
There'll be days like this, my mama said

And then she said someone will look at me
Like I'm looking at you one day
Then I might find
I don't want any old way
So I don't worry cause

Mama said there'll be days like this
There'll be days like this, my mama said
(Mama said, mama said)
Mama said there'll be days like this
There'll be days like this, my mama said

(Mama said, mama said, hey, hey)
Don't you worry
(Mama said, mama said, hey, hey)
Don't you worry now
(Mama said, mama said, hey, hey)
Mama said there'll be days like this
(Mama said, mama said, hey, hey)
There'll be days like this, my mama said
(Mama said, mama said, hey, hey)
Mama said there'll be days like this
(Mama said, mama said, hey, hey)"
42,The Jackson 5,Who's Lovin' You,"Michael talking to audience

I'd like to talk to y'all tonight
About the blues
Brothers:The blues?
Yeah the blues
Don't nobody have the blues like I have
I may be young but I know what it's all about

And this is how it went down
I met a girl at school one day
During in the sandbox
Older Brothers:sandbox?!
We toasted our love during milk break
Older Brothers:aw man
I gave her my COOKIES!
Marlon:Come on Mike!
We fell out during singin' plan
So one day, I stepped up to her and I said


Wheeeeeeen I had you (had you)
I treated you baaaaaaad and wrong my dear
And girl since, since you went away


Don't you know I sit around
With my head hanging down
And I wonder who's lovin' you

I, I, I, I should have never, ever
Ever made you cry
And and girl since yer since you been gone

Life without love, huh...
It's oh so lonely
I don't think, I don't think! I'm gonna make it

All my life, all my life baby yeah I've been lost to you only
Come on and take it girl
Come on and take it, because...
All, all I can do, all I can do since you've been gone is cry
And don't you ever wonder or worry your head of what I do

(Vocalizes)
Who's loving you
Older brother singing in backgrond:who's loving you
I, I, I gotta know yeah
I, I, I, I, I wonder
Older brother singing in backgrond:who's loving you
Who loving you, come on baby oh oh yeah baby
Who's loving you

Oh! oh! oh!
Oh yeah"
43,Percy Sledge,You Really Got A Hold On Me,"I don't like you, but I love you
Seems that I'm always thinking of You
Tho you treat me badly, I love you madly

You really got a hold on me (You really got a hold on me)
You really got a hold on me (You really got a hold on me)
Baby

I don't want you, but I need you
Don't want to kiss you, but I need to
Tho you do me wrong now, my love is strong now

You really got a hold on me (You really got a hold on me)
You really got a hold on me (You really got a hold on me)

I love you and all I want you to do is just hold me, hold me, hold me, hoooold me

I want to leave you, don't want to stay here
Don't want to spend another day here, oh
I want to split now, I can't quit now

You really got a hold on me (You really got a hold on me)
You really got a hold on me (You really got a hold on me)
I love you and all I want you to do is just hold me, hold me, hold me, hoooold me

You really got a hold on me, (You really got a hold on me) I said
You really got a hold on me, (You really got a hold on me) you know
You really got a hold on me..."
44,The Chiffons,One Fine Day,"Shoobie doobie doobie doobie doo wop bop (x2)

One fine day
You'll look at me
And you will know
Our love was meant be
One fine day
You're gonna want me for your girl

Shoobie doobie doobie doobie doo wop bop (x2)

The arms I long for
Will open wide
And you'll be proud to have me
Right by your side
One fine day
You're gonna want me for your girl

Shoobie doobie doobie doobie doo wop bop
Shoobie doobie doo wop...

Though I know you're the kind of boy
Who only wants to run around
I'll be waiting and someday darlin'
You'll come to me
When you want to settle down

Oh!

One fine day
We'll meet once more
Then you'll want the love
You threw away before
One fine day
You're gonna want me for your girl

Ah...
One fine day
You're gonna want me for your girl
One fine day
You're gonna want me for your girl (One fine day)
One fine day (Oh yeah)
You're gonna want me for your girl (One fine day)..."
45,Otis Redding,My Girl - Remastered Mono,-1
46,Wilson Pickett,Land Of 1000 Dances,"One, two, three
One, two, three
Ow! Uh! All right! Uh!

Got to know how to Pony
Like Bony Moronie
Mash Potato
Do The Alligator
Put your hand on your hips, yeah
Let your backbone slip
Do the Watusi
Like my little Lucy

Ow! Uh!
Need somebody help me say it one time!

Wow!
Ow!
Uh!
You know I feel all right?
Hah!
Feel pretty good, y'all
Uh-hah!

C'mon y'all, let's say it one mo' time!

Oh!

Dancin' in the alley
With Long Tall Sally
Twistin' with Lucy
Doin' the Watusi
Roll over on your back
I like it like that
Do that Jerk, oh
Watch me work, y'all

Ow! Do it!
Wow! Do it!
Watch me do it
Oh, help me!
Oh, help me!
Oh, help me!
Oh, help me!"
