,Artist,Song,lyrics
295,Eli Sostre,Let You Go,"You're just tryna figure where I'm at
I'ma always tell you what I lack love
Fuck with me, I'm only talkin' facts
I've been drinkin' lately, I might act up
Jewelry on, I used to rock my brother chains
I was broke, they wanted me to stay the same
Fuck it bet, she bust it open for some change
Brought the family with me, feelin' like the Waynes
Get the fuck up out my face with all these questions
Did it on my own so I don't need suggestions
Hit the road, it'd been a minute since I checked in
Now you miss me, I just hope you're out there reppin'
Pretty bitch, she keep my picture on the wall, yeah
If you love me, hope you love me and my flaws, yeah
I wouldn't trade this feelin' for the world
Only right, I throwed some diamonds on my girl
Yeah, yeah
 
You're always on my mind
I still try to find some time
But you make it so hard to let you go, oh oh oh
You're always on my mind
I still try to find some time
But you make it so hard to let you go, oh oh oh

Tell me what you heard about
Tell me all the stories that you heard about
Say I'm fuckin' around, but that's just word to mouth
Used to want forever, you ain't sure now
Yeah, let's get connected, get connected
Yeah, them niggas talkin' down, yeah, they're talkin' reckless
Homie, I would hate it too lookin' at my neckless
Every time they hit my town, they're gon' need protection
Baby, back to you
Cell phone keep ringin' out the new
I got drugs in my bag, that's for you
If you tell a story on me tell the truth
Oh, yeah
 
You're always on my mind
I still try to find some time
But you make it so hard to let you go, oh oh oh
You're always on my mind
I still try to find some time
But you make it so hard to let you go"
296,SAINt JHN,Roses,-1
297,Phora,Loyalty,-1
298,Roberta Flack,The First Time Ever I Saw Your Face,"The first time ever I saw your face
I thought the sun rose in your eyes
And the moon and the stars
Were the gifts you gave
To the dark and the endless skies, my love

And the first time ever I kissed your mouth
I felt the earth move in my hands
Like the trembling heart
Of a captive bird
That was there at my command, my love

And the first time ever I lay with you
I felt your heart so close to mine
And I knew our joy
Would fill the earth
And last till the end of time, my love

The first time, ever I saw your face
Your face
Your face
Your face"
299,Donna Summer,Love To Love You Baby,"I love to love you baby...

When you're laying so close to me
There's no place I'd rather you be
Than with me here

I love to love you baby...

Do it to me again and again
You put me in such an awful spin
In a spin

I love to love you baby...

Lay your head down real close to me
Soothe my mind and set me free
Set me free

I love to love you baby...

When you're laying so close to me
There's no place I'd rather you be
Than with me here

I love to love you baby...

Do it to me again and again
You put me in such an awful spin
In a spin

I love to love you baby...

I love to love you baby...

I love to love you baby...

Love to love you baby baby...

I love to love you baby...

When you're laying so close to me
There's no place I'd rather you be
Than with me here

I love to love you baby...

Do it to me again and again
You put me in such an awful spin
In a spin

I love to love you baby

Lay your head down so close to
Soothe my mind and set me free
Set me free

I love to love you baby

When you're laying so close to me
There's no place I'd rather you be
Than with me here

I love to love you baby"
300,Chicago,If You Leave Me Now - Remastered,-1
301,Carly Simon,Nobody Does It Better,"Nobody does it better
Makes me feel sad for the rest
Nobody does it half as good as you
Baby, you're the best

I wasn't looking
But somehow you found me
I tried to hide from your lovelight

But like heaven above me
The spy who loved me
Is keeping all my secrets safe tonight

And nobody does it better
Though sometimes I wish someone could
Nobody does it quite the way you do
Why'd you have to be so good?

The way that you hold me
Whenever you hold me
There's some kind of magic inside you

That keeps me from running
But just keep it coming
How'd you learn to do the things you do

And nobody does it better
Makes me feel sad for the rest
Nobody does it half as good as you
Baby, baby, darling you're the best

Baby, you're the best
Baby, you're the best"
302,Commodores,Three Times A Lady - Single Version,-1
303,Luther Vandross,Here and Now,"One look in your eyes and there I see
Just what you mean to me
Here in my heart I believe
Your love is all I'll ever need
Holdin' you close through the night
I need you, yeah

I look in your eyes and there I see
What happiness really means
The love that we share makes life so sweet
Together we'll always be
This pledge of love feels so right
And, ooh, I need you

Here and now
I promise to love faithfully [Faithfully]
You're all I need
Here and now
I vow to be one with thee [You and me], hey
Your love is all [I need] I need

Say, yeah, yeah...

When I look in your eyes, there I'll see
All that a love should really be
And I need you more and more each day
Nothin' can take your love away
More than I dare to dream
I need you

Here and now
I promise to love faithfully [Faithfully]
You're all I need
Here and now
I vow to be one with thee [You and me], yeah
Your love is all I need

[Starting here] Ooh, and I'm starting now
I believe [I believe in love], I believe
[Starting here] I'm starting right here
[Starting now] Right now because I believe in your love
So I'm glad to take the vow

Here and now, oh
I promise to love faithfully [Faithfully]
You're all I need
Here and now, yeah
I vow to be one with thee [You and me], yeah
Your love is all I need

I, hey... yeah... yeah... hey...
Uh, hey...
I-I, love is all I need
Ooh... ooh... yeah...
Yeah... yeah... hey... yeah... yeah...
Love is all I need
Ooh... ooh...
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Oh
Hey... yeah
Hey... yeah..."
304,Starship,Nothing's Gonna Stop Us Now,"Looking in your eyes
I see a paradise
This world that I found
Is too good to be true

Standing here beside you
Want so much to give you
This love in my heart
That I'm feeling for you

Let them say we're crazy
I don't care 'bout that
Put your hand in my hand, baby
Don't ever look back

Let the world around us
Just fall apart
Baby, we can make it
If we're heart to heart

And we can build this dream together
Standing strong forever
Nothing's gonna stop us now

And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us
Nothing's gonna stop us now

Oh, no, I'm so glad I found you
I'm not gonna lose you
Whatever it takes
I will stay here with you

Take it to the good times
See it through the bad times
Whatever it takes
Is what I'm gonna do

Let them say we're crazy
What do they know?
Put your arms around me, baby
Don't ever let go

Let the world around us
Just fall apart
Baby, we can make it
If we're heart to heart

And we can build this dream together
Standing strong forever
Nothing's gonna stop us now

And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us
Nothing's gonna stop us

Ooh, all that I need is you
All that I ever need
And all that I want to do
Is hold you forever, forever and ever, hey

And we can build this dream together
Standing strong forever
Nothing's gonna stop us now

And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us
(Nothing's gonna stop us, ooh, whoa, oh)

We can build this dream together
Standing strong forever
Nothing's gonna stop us now
(Nothing's gonna stop us now, oh, no, oh)

And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us

We can build this dream together
Standing strong forever
Nothing's gonna stop us now
(Hey, baby, ah, no, oh, hey, baby)

And if this world runs out of lovers
We'll still have each other
Nothing's gonna stop us
(Nothing's gonna stop us, hey, baby, ooh, ooh)
Nothing's stop

We can build this dream together
Standing strong forever
Nothing's gonna stop us now
(Hey, baby, nothing's gonna stop us now, yeah)"
305,Lionel Richie,Hello,"I've been alone with you inside my mind
And in my dreams, I've kissed your lips a thousand times
I sometimes see you pass outside my door
Hello, is it me you're looking for?

I can see it in your eyes
I can see it in your smile
You're all I've ever wanted
And my arms are open wide

'Cause you know just what to say
And you know just what to do
And I want to tell you so much
I love you

I long to see the sunlight in your hair
And tell you time and time again how much I care
Sometimes I feel my heart will overflow
Hello, I've just got to let you know

'Cause I wonder where you are
And I wonder what you do
Are you somewhere feeling lonely
Or is someone loving you?

Tell me how to win your heart
For I haven't got a clue
But let me start by saying
I love you

Hello, is it me you're looking for?

But I wonder where you are
And I wonder what you do
Are you somewhere feeling lonely
Is someone loving you?

Tell me how to win your heart
For I haven't got a clue
But let me start by saying
I love you"
306,Chicago,You're The Inspiration - Remastered,-1
307,Vanessa Williams,Save The Best For Last,"Sometimes the snow comes down in June
Sometimes the sun goes 'round the moon
I see the passion in your eyes
Sometimes it's all a big surprise

'Cause there was a time when all I did was wish
You'd tell me this was love
It's not the way I hoped or how I planned
But somehow it's enough

And now we're standing face to face
Isn't this world a crazy place?
Just when I thought our chance had passed
You go and save the best for last

All of the nights you came to me
When some silly girl had set you free
You wondered how you'd make it through
I wondered what was wrong with you

'Cause how could you give your love to someone else
And share your dreams with me
Sometimes the very thing you're looking for
Is the one thing you can't see

But now we're standing face-to-face
Isn't this world a crazy place?
Just when I thought our chance had passed
You go and save the best for last

La la la la la la la
Sometimes the very thing you're looking for
Is the one thing you can't see

Sometimes the snow comes down in June
Sometimes the sun goes 'round the moon
Just when I thought our chance had passed
You go and save the best for last

You went and saved the best for last
Yeah, yeah"
